Name,Set,Type,Quantity,Prev Raw Price,Raw Price,Delta Raw Price,Prev PSA 10 Price,PSA 10 Price,Delta PSA 10 Price,Delta Raw Total,lookupID,ID
Pawmot,Scarlet & Violet,Normal,2,0,1.35,1.35,0,27.59,27.59,2.7,pokemon-scarlet-&-violet/pawmot-76,760
Pawniard,Scarlet & Violet,Normal,7,0,0.74,0.74,0,25.15,25.15,5.18,pokemon-scarlet-&-violet/pawniard-132,967
Penny,Scarlet & Violet,Normal,4,0,0.9,0.9,0,10.36,10.36,3.6,pokemon-scarlet-&-violet/penny-183,872
Picnic Basket,Scarlet & Violet,Normal,3,0,0.95,0.95,0,26.0,26.0,2.85,pokemon-scarlet-&-violet/picnic-basket-184,267
Pineco,Scarlet & Violet,Normal,2,0,0.74,0.74,0,25.15,25.15,1.48,pokemon-scarlet-&-violet/pineco-1,377
Poke Ball,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/poke-ball-185,1310
Poke Ball,Scarlet & Violet,Reverse Holo,1,0,0.95,0.95,0,11.1,11.1,0.95,pokemon-scarlet-&-violet/poke-ball-reverse-holo-185,1182
Pokegear 3.0,Scarlet & Violet,Normal,1,0,1.49,1.49,0,28.16,28.16,1.49,pokemon-scarlet-&-violet/pokegear-30-186,696
Potion,Scarlet & Violet,Normal,3,0,1.01,1.01,0,26.21,26.21,3.03,pokemon-scarlet-&-violet/potion-188,5
Primeape,Scarlet & Violet,Normal,4,0,0.87,0.87,0,25.65,25.65,3.48,pokemon-scarlet-&-violet/primeape-108,1305
Quaquaval,Scarlet & Violet,Holo,4,0,1.19,1.19,0,26.95,26.95,4.76,pokemon-scarlet-&-violet/quaquaval-holo-54,388
Quaxly,Scarlet & Violet,Normal,3,0,0.74,0.74,0,11.63,11.63,2.22,pokemon-scarlet-&-violet/quaxly-52,1630
Quaxly,Scarlet & Violet,Holo,2,0,1.69,1.69,0,25.26,25.26,3.38,pokemon-scarlet-&-violet/quaxly-holo-52,467
Quaxwell,Scarlet & Violet,Normal,4,0,0.78,0.78,0,25.32,25.32,3.12,pokemon-scarlet-&-violet/quaxwell-53,1515
Riolu,Scarlet & Violet,Normal,2,0,0.73,0.73,0,22.16,22.16,1.46,pokemon-scarlet-&-violet/riolu-112,817
Riolu,Scarlet & Violet,Reverse Holo,1,0,1.44,1.44,0,27.92,27.92,1.44,pokemon-scarlet-&-violet/riolu-reverse-holo-113,1643
Rocky Helmet,Scarlet & Violet,Normal,1,0,0.9,0.9,0,25.3,25.3,0.9,pokemon-scarlet-&-violet/rocky-helmet-193,645
Rotom,Scarlet & Violet,Normal,3,0,0.92,0.92,0,25.86,25.86,2.76,pokemon-scarlet-&-violet/rotom-69,455
Rotom,Scarlet & Violet,Reverse Holo,1,0,1.18,1.18,0,26.95,26.95,1.18,pokemon-scarlet-&-violet/rotom-reverse-holo-69,1311
Sandaconda,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/sandaconda-120,59
Sandile,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/sandile-115,1411
Scatterbug,Scarlet & Violet,Normal,1,0,0.88,0.88,0,25.71,25.71,0.88,pokemon-scarlet-&-violet/scatterbug-8,1570
Scovillain,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/scovillain-29,1341
Shroomish,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/shroomish-3,1030
Shuppet,Scarlet & Violet,Normal,3,0,0.79,0.79,0,25.35,25.35,2.37,pokemon-scarlet-&-violet/shuppet-87,295
Silicobra,Scarlet & Violet,Normal,1,0,0.87,0.87,0,25.65,25.65,0.87,pokemon-scarlet-&-violet/silicobra-119,230
Skeledirge,Scarlet & Violet,Normal,1,0,1.2,1.2,0,18.68,18.68,1.2,pokemon-scarlet-&-violet/skeledirge-38,1268
Skiddo,Scarlet & Violet,Normal,1,0,0.77,0.77,0,25.27,25.27,0.77,pokemon-scarlet-&-violet/skiddo-11,21
Slowbro [Play],Scarlet & Violet,Normal,2,0,3.69,3.69,0,0.0,0.0,7.38,pokemon-scarlet-&-violet/slowbro-play-43,134
Slowpoke,Scarlet & Violet,Normal,4,0,0.73,0.73,0,25.12,25.12,2.92,pokemon-scarlet-&-violet/slowpoke-42,425
Smoliv,Scarlet & Violet,Normal,1,0,0.9,0.9,0,25.8,25.8,0.9,pokemon-scarlet-&-violet/smoliv-20,462
Spewpa,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/spewpa-9,1538
Spidops ex,Scarlet & Violet,Normal,1,0,1.09,1.09,0,18.5,18.5,1.09,pokemon-scarlet-&-violet/spidops-ex-19,234
Spiritomb,Scarlet & Violet,Normal,2,0,1.37,1.37,0,27.8,27.8,2.74,pokemon-scarlet-&-violet/spiritomb-129,934
Sprigatito,Scarlet & Violet,Normal,2,0,0.88,0.88,0,19.97,19.97,1.76,pokemon-scarlet-&-violet/sprigatito-13,1348
Staraptor,Scarlet & Violet,Normal,2,0,1.36,1.36,0,26.33,26.33,2.72,pokemon-scarlet-&-violet/staraptor-150,969
Staravia,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/staravia-149,1066
Starly,Scarlet & Violet,Normal,2,0,0.94,0.94,0,25.86,25.86,1.88,pokemon-scarlet-&-violet/starly-148,1620
Stonjourner,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/stonjourner-121,761
Switch,Scarlet & Violet,Normal,3,0,0.75,0.75,0,25.2,25.2,2.25,pokemon-scarlet-&-violet/switch-194,12
Tandemaus,Scarlet & Violet,Normal,2,0,0.9,0.9,0,25.77,25.77,1.8,pokemon-scarlet-&-violet/tandemaus-160,623
Tandemaus,Scarlet & Violet,Reverse Holo,1,0,1.18,1.18,0,26.91,26.91,1.18,pokemon-scarlet-&-violet/tandemaus-reverse-holo-159,497
Tarountula,Scarlet & Violet,Normal,2,0,0.85,0.85,0,25.59,25.59,1.7,pokemon-scarlet-&-violet/tarountula-17,1343
Tarountula,Scarlet & Violet,Normal,1,0,0.74,0.74,0,25.15,25.15,0.74,pokemon-scarlet-&-violet/tarountula-18,472
Tatsugiri,Scarlet & Violet,Normal,4,0,0.99,0.99,0,26.15,26.15,3.96,pokemon-scarlet-&-violet/tatsugiri-62,1248
Toedscool,Scarlet & Violet,Normal,3,0,0.94,0.94,0,25.12,25.12,2.82,pokemon-scarlet-&-violet/toedscool-25,11
Toedscruel,Scarlet & Violet,Normal,6,0,0.73,0.73,0,25.12,25.12,4.38,pokemon-scarlet-&-violet/toedscruel-26,122
Torkoal,Scarlet & Violet,Normal,2,0,0.77,0.77,0,25.26,25.26,1.54,pokemon-scarlet-&-violet/torkoal-35,154
Toxel,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/toxel-71,635
Toxicroak ex,Scarlet & Violet,Normal,1,0,1.58,1.58,0,45.6,45.6,1.58,pokemon-scarlet-&-violet/toxicroak-ex-131,328
Toxtricity,Scarlet & Violet,Normal,4,0,0.83,0.83,0,25.5,25.5,3.32,pokemon-scarlet-&-violet/toxtricity-72,674
Tropius,Scarlet & Violet,Normal,4,0,0.73,0.73,0,25.12,25.12,2.92,pokemon-scarlet-&-violet/tropius-7,44
Ultra Ball,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/ultra-ball-196,330
Vitality Band,Scarlet & Violet,Normal,5,0,0.91,0.91,0,25.83,25.83,4.55,pokemon-scarlet-&-violet/vitality-band-197,417
Vivillon,Scarlet & Violet,Normal,2,0,1.01,1.01,0,26.15,26.15,2.02,pokemon-scarlet-&-violet/vivillon-10,1468
Wattrel,Scarlet & Violet,Normal,4,0,0.73,0.73,0,25.12,25.12,2.92,pokemon-scarlet-&-violet/wattrel-78,297
Wattrel,Scarlet & Violet,Reverse Holo,1,0,0.96,0.96,0,26.03,26.03,0.96,pokemon-scarlet-&-violet/wattrel-reverse-holo-78,92
Wiglett,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/wiglett-55,15
Wiglett,Scarlet & Violet,Normal,4,0,0.73,0.73,0,25.12,25.12,2.92,pokemon-scarlet-&-violet/wiglett-56,1459
Wugtrio,Scarlet & Violet,Normal,3,0,0.79,0.79,0,25.35,25.35,2.37,pokemon-scarlet-&-violet/wugtrio-57,171
Youngster,Scarlet & Violet,Normal,1,0,1.1,1.1,0,26.48,26.48,1.1,pokemon-scarlet-&-violet/youngster-198,1223
Zangoose,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/zangoose-146,214
Zangoose,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/zangoose-147,294
Indeedee,Shining Fates,Normal,1,0,1.7,1.7,0,17.76,17.76,1.7,pokemon-shining-fates/indeedee-56,47
Professor's Research,Shining Fates,Normal,2,0,1.47,1.47,0,12.58,12.58,2.94,pokemon-shining-fates/professor's-research-60,452
Professor's Research [Prize Pack],Shining Fates,Normal,1,0,5.28,5.28,0,0.0,0.0,5.28,pokemon-shining-fates/professor's-research-prize-pack-60,72
Anorith,Silver Tempest,Reverse Holo,1,0,1.08,1.08,0,26.42,26.42,1.08,pokemon-silver-tempest/anorith-reverse-holo-95,820
Armaldo,Silver Tempest,Normal,1,0,1.15,1.15,0,25.86,25.86,1.15,pokemon-silver-tempest/armaldo-96,1039
Baltoy,Silver Tempest,Normal,2,0,0.93,0.93,0,25.84,25.84,1.86,pokemon-silver-tempest/baltoy-93,1152
Beheeyem,Silver Tempest,Normal,1,0,0.88,0.88,0,25.64,25.64,0.88,pokemon-silver-tempest/beheeyem-80,1495
Beldum,Silver Tempest,Normal,2,0,1.02,1.02,0,26.19,26.19,2.04,pokemon-silver-tempest/beldum-117,571
Braixen,Silver Tempest,Reverse Holo,1,0,1.03,1.03,0,0.0,0.0,1.03,pokemon-silver-tempest/braixen-reverse-holo-26,794
Candice,Silver Tempest,Normal,1,0,0.76,0.76,0,25.86,25.86,0.76,pokemon-silver-tempest/candice-152,1097
Capturing Aroma,Silver Tempest,Normal,1,0,1.12,1.12,0,26.57,26.57,1.12,pokemon-silver-tempest/capturing-aroma-153,942
Capturing Aroma,Silver Tempest,Reverse Holo,1,0,1.07,1.07,0,27.02,27.02,1.07,pokemon-silver-tempest/capturing-aroma-reverse-holo-153,1609
Chimecho,Silver Tempest,Normal,1,0,0.73,0.73,0,25.15,25.15,0.73,pokemon-silver-tempest/chimecho-74,155
Dedenne,Silver Tempest,Normal,2,0,0.73,0.73,0,25.06,25.06,1.46,pokemon-silver-tempest/dedenne-85,166
Dewpider,Silver Tempest,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-silver-tempest/dewpider-47,1197
Dragonair,Silver Tempest,Normal,1,0,0.96,0.96,0,37.0,37.0,0.96,pokemon-silver-tempest/dragonair-130,285
Drowzee,Silver Tempest,Normal,1,0,0.73,0.73,0,25.06,25.06,0.73,pokemon-silver-tempest/drowzee-60,93
Elgyem,Silver Tempest,Normal,1,0,0.89,0.89,0,25.67,25.67,0.89,pokemon-silver-tempest/elgyem-79,1578
Emolga,Silver Tempest,Normal,1,0,0.95,0.95,0,25.9,25.9,0.95,pokemon-silver-tempest/emolga-54,660
Ferrothorn,Silver Tempest,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-silver-tempest/ferrothorn-122,1530
Foongus,Silver Tempest,Normal,1,0,0.87,0.87,0,0.0,0.0,0.87,pokemon-silver-tempest/foongus-11,1739
Gardevoir,Silver Tempest,Normal,1,0,1.06,1.06,0,26.34,26.34,1.06,pokemon-silver-tempest/gardevoir-69,401
Glalie,Silver Tempest,Normal,1,0,0.82,0.82,0,25.41,25.41,0.82,pokemon-silver-tempest/glalie-42,532
Jynx,Silver Tempest,Normal,1,0,0.99,0.99,0,51.79,51.79,0.99,pokemon-silver-tempest/jynx-62,1191
Lopunny,Silver Tempest,Normal,1,0,0.98,0.98,0,25.98,25.98,0.98,pokemon-silver-tempest/lopunny-145,519
Mareanie,Silver Tempest,Normal,2,0,0.56,0.56,0,24.4,24.4,1.12,pokemon-silver-tempest/mareanie-114,298
Metagross,Silver Tempest,Normal,1,0,1.02,1.02,0,33.3,33.3,1.02,pokemon-silver-tempest/metagross-119,1181
Metang,Silver Tempest,Normal,1,0,0.73,0.73,0,25.06,25.06,0.73,pokemon-silver-tempest/metang-118,1801
Murkrow,Silver Tempest,Normal,2,0,0.93,0.93,0,25.84,25.84,1.86,pokemon-silver-tempest/murkrow-106,131
Palossand,Silver Tempest,Reverse Holo,1,0,0.98,0.98,0,25.96,25.96,0.98,pokemon-silver-tempest/palossand-reverse-holo-100,293
Passimian #TG08,Silver Tempest,Normal,1,0,1.8,1.8,0,29.97,29.97,1.8,pokemon-silver-tempest/passimian-tg08,324
Phanpy,Silver Tempest,Normal,1,0,0.87,0.87,0,25.06,25.06,0.87,pokemon-silver-tempest/phanpy-91,1402
Primordial Altar,Silver Tempest,Normal,1,0,0.9,0.9,0,25.73,25.73,0.9,pokemon-silver-tempest/primordial-altar-161,243
Professor Laventon,Silver Tempest,Normal,1,0,0.91,0.91,0,25.75,25.75,0.91,pokemon-silver-tempest/professor-laventon-162,152
Raichu,Silver Tempest,Normal,1,0,0.96,0.96,0,26.02,26.02,0.96,pokemon-silver-tempest/raichu-50,1253
Sandile,Silver Tempest,Normal,3,0,0.73,0.73,0,25.06,25.06,2.19,pokemon-silver-tempest/sandile-111,424
Sandygast,Silver Tempest,Normal,1,0,0.98,0.98,0,0.0,0.0,0.98,pokemon-silver-tempest/sandygast-99,1510
Serena,Silver Tempest,Normal,1,0,1.17,1.17,0,26.77,26.77,1.17,pokemon-silver-tempest/serena-164,1231
Snorunt,Silver Tempest,Normal,1,0,0.91,0.91,0,25.75,25.75,0.91,pokemon-silver-tempest/snorunt-41,1796
Sunflora,Silver Tempest,Reverse Holo,1,0,0.98,0.98,0,26.04,26.04,0.98,pokemon-silver-tempest/sunflora-reverse-holo-6,719
Sunkern,Silver Tempest,Normal,1,0,0.92,0.92,0,25.78,25.78,0.92,pokemon-silver-tempest/sunkern-5,779
Swirlix,Silver Tempest,Normal,1,0,1.07,1.07,0,26.48,26.48,1.07,pokemon-silver-tempest/swirlix-83,637
Togedemaru,Silver Tempest,Normal,2,0,0.73,0.73,0,25.06,25.06,1.46,pokemon-silver-tempest/togedemaru-127,334
Torracat,Silver Tempest,Normal,1,0,0.83,0.83,0,47.36,47.36,0.83,pokemon-silver-tempest/torracat-31,514
Toxicroak,Silver Tempest,Normal,1,0,0.69,0.69,0,24.89,24.89,0.69,pokemon-silver-tempest/toxicroak-110,810
Ursaluna V,Silver Tempest,Normal,1,0,0.94,0.94,0,10.89,10.89,0.94,pokemon-silver-tempest/ursaluna-v-102,1752
Victini,Silver Tempest,Normal,1,0,1.03,1.03,0,26.22,26.22,1.03,pokemon-silver-tempest/victini-23,1373
Zeraora,Silver Tempest,Reverse Holo,1,0,1.44,1.44,0,37.0,37.0,1.44,pokemon-silver-tempest/zeraora-reverse-holo-56,1817
Zubat,Silver Tempest,Normal,1,0,1.05,1.05,0,26.31,26.31,1.05,pokemon-silver-tempest/zubat-103,94
Lokix,Stellar Crown,Normal,1,0,0.95,0.95,0,26.41,26.41,0.95,pokemon-stellar-crown/lokix-16,1757
Archaludon ex,Surging Sparks,Normal,1,0,0.87,0.87,0,14.44,14.44,0.87,pokemon-surging-sparks/archaludon-ex-130,1593
Duraludon,Surging Sparks,Normal,1,0,0.73,0.73,0,25.54,25.54,0.73,pokemon-surging-sparks/duraludon-129,1340
Great Ball,Sword & Shield,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-sword-&-shield/great-ball-164,10
Potion,Sword & Shield,Normal,1,0,0.93,0.93,0,0.0,0.0,0.93,pokemon-sword-&-shield/potion-177,1123
Arbok,Temporal Forces,Normal,1,0,0.93,0.93,0,26.2,26.2,0.93,pokemon-temporal-forces/arbok-101,551
Beldum,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/beldum-113,804
Bianca's Devotion,Temporal Forces,Normal,2,0,1.47,1.47,0,28.08,28.08,2.94,pokemon-temporal-forces/bianca's-devotion-142,68
Brambleghast,Temporal Forces,Reverse Holo,1,0,1.11,1.11,0,26.96,26.96,1.11,pokemon-temporal-forces/brambleghast-reverse-holo-21,593
Breloom,Temporal Forces,Normal,1,0,0.75,0.75,0,25.43,25.43,0.75,pokemon-temporal-forces/breloom-7,422
Carvanha,Temporal Forces,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-temporal-forces/carvanha-42,1222
Chatot,Temporal Forces,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-temporal-forces/chatot-132,221
Cinccino,Temporal Forces,Reverse Holo,1,0,1.18,1.18,0,27.11,27.11,1.18,pokemon-temporal-forces/cinccino-reverse-holo-137,1444
Cottonee,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/cottonee-14,503
Cutiefly,Temporal Forces,Normal,1,0,0.57,0.57,0,24.64,24.64,0.57,pokemon-temporal-forces/cutiefly-75,1074
Deerling,Temporal Forces,Normal,2,0,0.98,0.98,0,26.36,26.36,1.96,pokemon-temporal-forces/deerling-16,300
Deerling,Temporal Forces,Reverse Holo,1,0,0.99,0.99,0,26.45,26.45,0.99,pokemon-temporal-forces/deerling-reverse-holo-16,608
Drampa,Temporal Forces,Holo,1,0,0.58,0.58,0,36.99,36.99,0.58,pokemon-temporal-forces/drampa-holo-138,822
Drilbur,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/drilbur-85,1434
Duosion,Temporal Forces,Reverse Holo,1,0,0.98,0.98,0,26.42,26.42,0.98,pokemon-temporal-forces/duosion-reverse-holo-71,1689
Ekans,Temporal Forces,Normal,2,0,0.73,0.73,0,25.34,25.34,1.46,pokemon-temporal-forces/ekans-100,538
Elgyem,Temporal Forces,Reverse Holo,1,0,1.05,1.05,0,26.42,26.42,1.05,pokemon-temporal-forces/elgyem-reverse-holo-73,805
Excadrill,Temporal Forces,Reverse Holo,1,0,1.07,1.07,0,26.77,26.77,1.07,pokemon-temporal-forces/excadrill-reverse-holo-86,1548
Feraligatr,Temporal Forces,Holo,1,0,1.21,1.21,0,27.37,27.37,1.21,pokemon-temporal-forces/feraligatr-holo-41,989
Feraligatr,Temporal Forces,Reverse Holo,1,0,1.1,1.1,0,27.02,27.02,1.1,pokemon-temporal-forces/feraligatr-reverse-holo-41,748
Flutter Mane,Temporal Forces,Holo,1,0,1.47,1.47,0,14.8,14.8,1.47,pokemon-temporal-forces/flutter-mane-holo-78,32
Future Booster Energy Capsule,Temporal Forces,Reverse Holo,1,0,1.44,1.44,0,28.34,28.34,1.44,pokemon-temporal-forces/future-booster-energy-capsule-reverse-holo-149,712
Hand Trimmer,Temporal Forces,Reverse Holo,1,0,0.95,0.95,0,26.29,26.29,0.95,pokemon-temporal-forces/hand-trimmer-reverse-holo-150,106
Heavy Baton,Temporal Forces,Normal,2,0,1.01,1.01,0,26.54,26.54,2.02,pokemon-temporal-forces/heavy-baton-151,435
Hoothoot,Temporal Forces,Normal,1,0,1.29,1.29,0,27.75,27.75,1.29,pokemon-temporal-forces/hoothoot-126,1130
Iron Jugulis,Temporal Forces,Normal,2,0,0.94,0.94,0,26.23,26.23,1.88,pokemon-temporal-forces/iron-jugulis-139,269
Iron Jugulis,Temporal Forces,Reverse Holo,1,0,1.03,1.03,0,26.77,26.77,1.03,pokemon-temporal-forces/iron-jugulis-reverse-holo-139,1083
Iron Valiant,Temporal Forces,Normal,3,0,0.99,0.99,0,51.12,51.12,2.97,pokemon-temporal-forces/iron-valiant-79,91
Keldeo,Temporal Forces,Reverse Holo,1,0,0.95,0.95,0,26.29,26.29,0.95,pokemon-temporal-forces/keldeo-reverse-holo-44,839
Koraidon,Temporal Forces,Holo,1,0,0.93,0.93,0,26.16,26.16,0.93,pokemon-temporal-forces/koraidon-holo-119,489
Lycanroc,Temporal Forces,Normal,2,0,0.73,0.73,0,0.0,0.0,1.46,pokemon-temporal-forces/lycanroc-90,19
Magcargo,Temporal Forces,Normal,1,0,0.84,0.84,0,25.75,25.75,0.84,pokemon-temporal-forces/magcargo-29,1656
Mawile,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/mawile-112,1505
Mawile,Temporal Forces,Reverse Holo,1,0,0.96,0.96,0,26.33,26.33,0.96,pokemon-temporal-forces/mawile-reverse-holo-112,1316
Meditite,Temporal Forces,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-temporal-forces/meditite-82,968
Meltan,Temporal Forces,Normal,1,0,0.79,0.79,0,25.59,25.59,0.79,pokemon-temporal-forces/meltan-116,1657
Miraidon,Temporal Forces,Holo,1,0,1.04,1.04,0,25.89,25.89,1.04,pokemon-temporal-forces/miraidon-holo-121,484
Mist Energy,Temporal Forces,Normal,1,0,1.19,1.19,0,26.42,26.42,1.19,pokemon-temporal-forces/mist-energy-161,1111
Morty's Conviction,Temporal Forces,Normal,1,0,0.97,0.97,0,26.36,26.36,0.97,pokemon-temporal-forces/morty's-conviction-155,398
Palafin,Temporal Forces,Normal,2,0,0.78,0.78,0,25.56,25.56,1.56,pokemon-temporal-forces/palafin-49,917
Pidove,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/pidove-133,749
Pineco,Temporal Forces,Normal,1,0,0.57,0.57,0,24.61,24.61,0.57,pokemon-temporal-forces/pineco-2,1821
Ponyta,Temporal Forces,Normal,1,0,0.62,0.62,0,24.8,24.8,0.62,pokemon-temporal-forces/ponyta-26,792
Poochyena,Temporal Forces,Normal,3,0,0.66,0.66,0,25.03,25.03,1.98,pokemon-temporal-forces/poochyena-105,495
Relicanth,Temporal Forces,Normal,2,0,0.85,0.85,0,18.5,18.5,1.7,pokemon-temporal-forces/relicanth-84,176
Rellor,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/rellor-23,1474
Rescue Board,Temporal Forces,Normal,1,0,1.27,1.27,0,27.69,27.69,1.27,pokemon-temporal-forces/rescue-board-159,238
Reuniclus,Temporal Forces,Normal,2,0,0.74,0.74,0,25.37,25.37,1.48,pokemon-temporal-forces/reuniclus-72,697
Ribombee,Temporal Forces,Normal,1,0,1.11,1.11,0,26.96,26.96,1.11,pokemon-temporal-forces/ribombee-76,1421
Ribombee,Temporal Forces,Reverse Holo,1,0,1.2,1.2,0,27.34,27.34,1.2,pokemon-temporal-forces/ribombee-reverse-holo-76,241
Rolycoly,Temporal Forces,Normal,1,0,0.69,0.69,0,25.34,25.34,0.69,pokemon-temporal-forces/rolycoly-93,537
Roselia,Temporal Forces,Reverse Holo,1,0,0.94,0.94,0,26.2,26.2,0.94,pokemon-temporal-forces/roselia-reverse-holo-8,852
Sableye,Temporal Forces,Reverse Holo,1,0,1.15,1.15,0,27.05,27.05,1.15,pokemon-temporal-forces/sableye-reverse-holo-107,256
Salvatore,Temporal Forces,Normal,2,0,0.98,0.98,0,26.42,26.42,1.96,pokemon-temporal-forces/salvatore-160,487
Salvatore,Temporal Forces,Reverse Holo,1,0,1.1,1.1,0,26.92,26.92,1.1,pokemon-temporal-forces/salvatore-reverse-holo-160,904
Sandy Shocks,Temporal Forces,Normal,2,0,0.87,0.87,0,10.36,10.36,1.74,pokemon-temporal-forces/sandy-shocks-98,222
Sandy Shocks,Temporal Forces,Reverse Holo,1,0,1.07,1.07,0,26.96,26.96,1.07,pokemon-temporal-forces/sandy-shocks-reverse-holo-98,1220
Sawsbuck,Temporal Forces,Normal,1,0,0.86,0.86,0,25.88,25.88,0.86,pokemon-temporal-forces/sawsbuck-17,1460
Scream Tail,Temporal Forces,Normal,2,0,1.0,1.0,0,20.71,20.71,2.0,pokemon-temporal-forces/scream-tail-77,563
Seedot,Temporal Forces,Normal,2,0,0.87,0.87,0,25.91,25.91,1.74,pokemon-temporal-forces/seedot-3,228
Sharpedo,Temporal Forces,Reverse Holo,1,0,1.1,1.1,0,25.89,25.89,1.1,pokemon-temporal-forces/sharpedo-reverse-holo-43,931
Shiftry,Temporal Forces,Normal,1,0,0.52,0.52,0,24.42,24.42,0.52,pokemon-temporal-forces/shiftry-5,89
Torterra ex,Temporal Forces,Normal,1,0,1.08,1.08,0,12.25,12.25,1.08,pokemon-temporal-forces/torterra-ex-12,864
Totodile,Temporal Forces,Normal,2,0,0.82,0.82,0,25.66,25.66,1.64,pokemon-temporal-forces/totodile-39,187
Turtonator,Temporal Forces,Normal,1,0,0.73,0.73,0,25.34,25.34,0.73,pokemon-temporal-forces/turtonator-35,1362
Turtwig,Temporal Forces,Normal,3,0,0.73,0.73,0,25.34,25.34,2.19,pokemon-temporal-forces/turtwig-10,535
Wiglett,Temporal Forces,Normal,3,0,0.51,0.51,0,25.89,25.89,1.53,pokemon-temporal-forces/wiglett-47,1089
